slug,company,company_name_full,report_year,source_md,chunk_index,n_chunks,start_page,end_page,chunk_tokens_est,prompt_tokens_est,elapsed_s,status,error_message,attempt_used,prompt_tokens_api,completion_tokens_api,total_tokens_api,n_activities_raw,n_rows_normalized
omv_aktiengesellschaft,OMV AKTIENGESELLSCHAFT,OMV AKTIENGESELLSCHAFT,2024,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\omv_aktiengesellschaft\2024\focused\omv_aktiengesellschaft_2024_taxonomy_focused.md,1,1,165,171,7256,7685,19.957561,ok,,1,7561,1006,8567,41,41
patrizia_se,PATRIZIA SE,PATRIZIA SE,2023,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\patrizia_se\2023\focused\patrizia_se_2023_taxonomy_focused.md,1,1,40,53,13300,13719,5.933582,ok,,1,13601,777,14378,13,13
pne_ag,PNE AG,PNE AG,2023,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\pne_ag\2023\focused\pne_ag_2023_taxonomy_focused.md,1,1,44,50,7769,8184,35.066539,ok,,1,8156,242,8398,5,5
polytec_holding_ag,POLYTEC Holding AG,POLYTEC Holding AG,2023,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\polytec_holding_ag\2023\focused\polytec_holding_ag_2023_taxonomy_focused.md,1,1,79,89,11213,11632,3.751274,ok,,1,11587,233,11820,9,9
porr_ag,PORR AG,PORR AG,2023,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\porr_ag\2023\focused\porr_ag_2023_taxonomy_focused.md,1,1,213,221,10840,11255,18.500226,ok,,1,11198,1198,12396,23,23
psi_software_se,PSI Software SE,PSI Software SE,2023,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\psi_software_se\2023\focused\psi_software_se_2023_taxonomy_focused.md,1,1,69,77,4903,5320,4.768622,ok,,1,5287,127,5414,3,3
pva_tepla_ag,PVA TePla AG,PVA TePla AG,2023,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\pva_tepla_ag\2023\focused\pva_tepla_ag_2023_taxonomy_focused.md,1,1,51,59,7766,8187,3.07354,ok,,1,8145,341,8486,11,11
palfinger_ag,Palfinger AG,Palfinger AG,2023,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\palfinger_ag\2023\focused\palfinger_ag_2023_taxonomy_focused.md,1,1,64,70,9037,9454,35.145019,ok,,1,9473,379,9852,9,9
porsche_ag_vz,Porsche AG Vz,Porsche AG Vz,2023,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\porsche_ag_vz\2023\focused\porsche_ag_vz_2023_taxonomy_focused.md,1,1,109,117,15744,16163,8.821265,ok,,1,16167,460,16627,5,5
prosiebensat_1_media_se,ProSiebenSat.1 Media SE,ProSiebenSat.1 Media SE,2023,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\prosiebensat_1_media_se\2023\focused\prosiebensat_1_media_se_2023_taxonomy_focused.md,1,1,69,78,9054,9479,4.201161,ok,,1,9475,381,9856,8,8
prosegur_cash_s_a,"Prosegur Cash, S.A.","Prosegur Cash, S.A.",2023,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\prosegur_cash_s_a\2023\focused\prosegur_cash_s_a_2023_taxonomy_focused.md,1,2,244,400,27616,28039,35.083391,ok,,1,27957,73,28030,2,2
prosegur_cash_s_a,"Prosegur Cash, S.A.","Prosegur Cash, S.A.",2023,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\prosegur_cash_s_a\2023\focused\prosegur_cash_s_a_2023_taxonomy_focused.md,2,2,401,403,261,684,6.963216,ok,,1,694,35,729,0,0
r_stahl_ag,R. Stahl AG,R. Stahl AG,2023,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\r_stahl_ag\2023\focused\r_stahl_ag_2023_taxonomy_focused.md,1,1,63,80,22048,22467,4.063086,ok,,1,22339,333,22672,14,14
renault,RENAULT,RENAULT,2024,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\renault\2024\focused\renault_2024_taxonomy_focused.md,1,1,177,185,8026,8441,33.982447,ok,,1,8406,391,8797,8,8
repsol_sa,REPSOL SA.,REPSOL SA.,2024,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\repsol_sa\2024\focused\repsol_sa_2024_taxonomy_focused.md,1,1,375,381,9947,10364,38.316322,ok,,1,10287,939,11226,22,22
rh_n_klinikum_ag,RHÖN-KLINIKUM AG,RHÖN-KLINIKUM AG,2023,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\rh_n_klinikum_ag\2023\focused\rh_n_klinikum_ag_2023_taxonomy_focused.md,1,1,21,35,9875,10300,3.337871,ok,,1,10281,228,10509,9,9
ringmetall_se_na_o_n,RINGMETALL SE  NA O.N.,RINGMETALL SE  NA O.N.,2023,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\ringmetall_se_na_o_n\2023\focused\ringmetall_se_na_o_n_2023_taxonomy_focused.md,1,1,35,76,7415,7840,3.275865,ok,,1,7820,187,8007,3,3
rwe_ag_st,RWE AG St,RWE AG St,2023,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\rwe_ag_st\2023\focused\rwe_ag_st_2023_taxonomy_focused.md,1,1,94,104,8875,9292,4.45449,ok,,1,9269,567,9836,11,11
renta_4_banco_s_a,"Renta 4 Banco, S.A.","Renta 4 Banco, S.A.",2023,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\renta_4_banco_s_a\2023\focused\renta_4_banco_s_a_2023_taxonomy_focused.md,1,3,178,185,27677,28102,5.553628,ok,,1,27616,48,27664,0,0
renta_4_banco_s_a,"Renta 4 Banco, S.A.","Renta 4 Banco, S.A.",2023,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\renta_4_banco_s_a\2023\focused\renta_4_banco_s_a_2023_taxonomy_focused.md,2,3,186,193,25386,25811,33.31273,ok,,1,25799,36,25835,0,0
renta_4_banco_s_a,"Renta 4 Banco, S.A.","Renta 4 Banco, S.A.",2023,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\renta_4_banco_s_a\2023\focused\renta_4_banco_s_a_2023_taxonomy_focused.md,3,3,194,195,2029,2454,1.916838,ok,,1,2472,48,2520,0,0
rheinmetall_ag,Rheinmetall AG,Rheinmetall AG,2023,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\rheinmetall_ag\2023\focused\rheinmetall_ag_2023_taxonomy_focused.md,1,1,146,153,15921,16342,9.318644,ok,,1,16236,1207,17443,29,29
s_immo_ag,S IMMO AG,S IMMO AG,2023,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\s_immo_ag\2023\focused\s_immo_ag_2023_taxonomy_focused.md,1,1,8,27,15564,15981,6.462392,ok,,1,15979,347,16326,4,4
safran,SAFRAN,SAFRAN,2024,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\safran\2024\focused\safran_2024_taxonomy_focused.md,1,1,384,391,6388,6803,6.378826,ok,,1,6772,657,7429,12,12
sap_se,SAP SE,SAP SE,2023,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\sap_se\2023\focused\sap_se_2023_taxonomy_focused.md,1,1,92,100,7650,8065,3.219819,ok,,1,8080,172,8252,2,2
schneider_electric_se,SCHNEIDER ELECTRIC SE,SCHNEIDER ELECTRIC SE,2024,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\schneider_electric_se\2024\focused\schneider_electric_se_2024_taxonomy_focused.md,1,1,193,205,9884,10305,7.095895,ok,,1,10203,1195,11398,20,20
schoeller_bleckmann_ag,SCHOELLER-BLECKMANN AG,SCHOELLER-BLECKMANN AG,2023,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\schoeller_bleckmann_ag\2023\focused\schoeller_bleckmann_ag_2023_taxonomy_focused.md,1,1,47,52,5862,6291,5.061972,ok,,1,6274,246,6520,7,7
sgl_carbon_se,SGL Carbon SE,SGL Carbon SE,2023,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\sgl_carbon_se\2023\focused\sgl_carbon_se_2023_taxonomy_focused.md,1,1,32,38,7855,8272,34.03535,ok,,1,8282,228,8510,5,5
shell_plc,SHELL PLC,SHELL PLC,2024,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\shell_plc\2024\focused\shell_plc_2024_taxonomy_focused.md,1,1,385,391,7130,7545,7.581609,ok,,1,7154,927,8081,26,26
sma_solar_technology_ag,SMA Solar Technology AG,SMA Solar Technology AG,2023,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\sma_solar_technology_ag\2023\focused\sma_solar_technology_ag_2023_taxonomy_focused.md,1,1,35,77,18745,19163,2.489213,ok,,1,19138,107,19245,4,4
strabag_se,STRABAG SE,STRABAG SE,2023,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\strabag_se\2023\focused\strabag_se_2023_taxonomy_focused.md,1,1,71,79,11995,12412,40.718251,ok,,1,12406,1573,13979,26,26
stratec_se,STRATEC SE,STRATEC SE,2023,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\stratec_se\2023\focused\stratec_se_2023_taxonomy_focused.md,1,1,73,81,6549,6966,11.186695,ok,,1,7008,488,7496,9,9
suss_microtec_se,SUSS MicroTec SE,SUSS MicroTec SE,2023,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\suss_microtec_se\2023\focused\suss_microtec_se_2023_taxonomy_focused.md,1,1,79,88,6928,7349,3.892333,ok,,1,7340,408,7748,10,10
salzgitter_ag,Salzgitter AG,Salzgitter AG,2023,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\salzgitter_ag\2023\focused\salzgitter_ag_2023_taxonomy_focused.md,1,1,120,128,9131,9550,3.636296,ok,,1,9548,83,9631,3,3
sartorius_ag_st,Sartorius AG St,Sartorius AG St,2023,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\sartorius_ag_st\2023\focused\sartorius_ag_st_2023_taxonomy_focused.md,1,1,131,139,6589,7009,34.812001,ok,,1,7005,458,7463,6,6
sartorius_ag_vz,Sartorius AG Vz,Sartorius AG Vz,2023,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\sartorius_ag_vz\2023\focused\sartorius_ag_vz_2023_taxonomy_focused.md,1,1,131,139,6589,7011,3.852798,ok,,1,7007,288,7295,6,6
savencia,Savencia,Savencia,2023,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\savencia\2023\focused\savencia_2023_taxonomy_focused.md,1,1,34,41,12915,13330,4.449827,ok,,1,13151,465,13616,16,16
scout24_se,Scout24 SE,Scout24 SE,2023,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\scout24_se\2023\focused\scout24_se_2023_taxonomy_focused.md,1,1,102,111,9519,9936,4.37855,ok,,1,9911,153,10064,5,5
siltronic_ag,Siltronic AG,Siltronic AG,2023,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\siltronic_ag\2023\focused\siltronic_ag_2023_taxonomy_focused.md,1,1,95,100,7223,7640,3.644759,ok,,1,7606,357,7963,4,4
syzygy_ag,Syzygy AG,Syzygy AG,2023,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\syzygy_ag\2023\focused\syzygy_ag_2023_taxonomy_focused.md,1,1,85,91,5772,6189,2.761137,ok,,1,6192,137,6329,2,2
takkt_ag,TAKKT AG,TAKKT AG,2023,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\takkt_ag\2023\focused\takkt_ag_2023_taxonomy_focused.md,1,1,213,217,11007,11424,9.557679,ok,,1,11360,408,11768,8,8
telefonica_sa,TELEFONICA SA,TELEFONICA SA,2024,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\telefonica_sa\2024\focused\telefonica_sa_2024_taxonomy_focused.md,1,1,303,311,6759,7180,4.323969,ok,,1,7173,413,7586,8,8
talanx_aktiengesellschaft,Talanx Aktiengesellschaft,Talanx Aktiengesellschaft,2023,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\talanx_aktiengesellschaft\2023\focused\talanx_aktiengesellschaft_2023_taxonomy_focused.md,1,1,91,105,16479,16904,35.475678,ok,,1,16770,435,17205,6,6
teamviewer_se,TeamViewer SE,TeamViewer SE,2023,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\teamviewer_se\2023\focused\teamviewer_se_2023_taxonomy_focused.md,1,1,175,179,5315,5730,4.557917,ok,,1,5708,481,6189,7,7
tubos_reunidos,Tubos Reunidos,Tubos Reunidos,2023,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\tubos_reunidos\2023\focused\tubos_reunidos_2023_taxonomy_focused.md,1,1,7,11,2458,2879,2.870096,ok,,1,2851,33,2884,0,0
uniqa_insurance_group_ag,UNIQA Insurance Group AG,UNIQA Insurance Group AG,2023,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\uniqa_insurance_group_ag\2023\focused\uniqa_insurance_group_ag_2023_taxonomy_focused.md,1,1,50,64,14670,15091,6.075305,ok,,1,14963,380,15343,6,6
verbund_ag,VERBUND AG,VERBUND AG,2023,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\verbund_ag\2023\focused\verbund_ag_2023_taxonomy_focused.md,1,1,163,169,7141,7558,65.373313,ok,,1,7558,653,8211,10,10
verbund_ag,VERBUND AG,VERBUND AG,2024,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\verbund_ag\2024\focused\verbund_ag_2024_taxonomy_focused.md,1,1,211,219,5104,5521,4.093976,ok,,1,5522,647,6169,10,10
vienna_insurance_group_ag,VIENNA INSURANCE GROUP AG,VIENNA INSURANCE GROUP AG,2023,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\vienna_insurance_group_ag\2023\focused\vienna_insurance_group_ag_2023_taxonomy_focused.md,1,1,28,36,7401,7826,8.444817,ok,,1,7791,379,8170,7,7
vodafone_group_plc,VODAFONE GROUP PLC,VODAFONE GROUP PLC,2024,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\vodafone_group_plc\2024\focused\vodafone_group_plc_2024_taxonomy_focused.md,1,1,213,219,6598,7019,3.840529,ok,,1,6956,243,7199,7,7
virbac,Virbac,Virbac,2023,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\virbac\2023\focused\virbac_2023_taxonomy_focused.md,1,1,60,69,10647,11060,6.963098,ok,,1,11035,1003,12038,20,20
viscom_se,Viscom SE,Viscom SE,2023,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\viscom_se\2023\focused\viscom_se_2023_taxonomy_focused.md,1,1,62,71,8631,9046,6.062938,ok,,1,9017,521,9538,4,4
volkswagen_ag_st,Volkswagen AG St,Volkswagen AG St,2023,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\volkswagen_ag_st\2023\focused\volkswagen_ag_st_2023_taxonomy_focused.md,1,1,205,217,11936,12355,8.325746,ok,,1,12306,314,12620,10,10
volkswagen_ag_vz,Volkswagen AG Vz,Volkswagen AG Vz,2023,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\volkswagen_ag_vz\2023\focused\volkswagen_ag_vz_2023_taxonomy_focused.md,1,1,205,217,11887,12308,35.362574,ok,,1,12254,508,12762,10,10
vonovia_se,Vonovia SE,Vonovia SE,2023,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\vonovia_se\2023\focused\vonovia_se_2023_taxonomy_focused.md,1,1,59,67,8399,8818,6.397696,ok,,1,8825,599,9424,12,12
vossloh_ag,Vossloh AG,Vossloh AG,2023,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\vossloh_ag\2023\focused\vossloh_ag_2023_taxonomy_focused.md,1,1,107,114,4973,5390,7.811334,ok,,1,5401,583,5984,6,6
warimpex_finanz_und_bet_ag,Warimpex Finanz- und Bet. AG,Warimpex Finanz- und Bet. AG,2023,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\warimpex_finanz_und_bet_ag\2023\focused\warimpex_finanz_und_bet_ag_2023_taxonomy_focused.md,1,1,47,51,5354,5783,4.170638,ok,,1,5798,225,6023,2,2
washtec_ag,WashTec AG,WashTec AG,2023,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\washtec_ag\2023\focused\washtec_ag_2023_taxonomy_focused.md,1,1,42,51,8256,8675,4.886762,ok,,1,8649,501,9150,7,7
westwing_group_se,Westwing Group SE,Westwing Group SE,2023,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\westwing_group_se\2023\focused\westwing_group_se_2023_taxonomy_focused.md,1,1,77,85,6238,6653,3.344865,ok,,1,6626,165,6791,2,2
wienerberger_ag,Wienerberger AG,Wienerberger AG,2023,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\wienerberger_ag\2023\focused\wienerberger_ag_2023_taxonomy_focused.md,1,1,145,169,14540,14957,4.400997,ok,,1,14978,264,15242,5,5
w_stenrot_w_rttembergische_ag,Wüstenrot & Württembergische AG,Wüstenrot & Württembergische AG,2023,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\w_stenrot_w_rttembergische_ag\2023\focused\w_stenrot_w_rttembergische_ag_2023_taxonomy_focused.md,1,1,413,436,16621,17054,5.243057,ok,,1,16869,603,17472,9,9
zalando_se,Zalando SE,Zalando SE,2023,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\zalando_se\2023\focused\zalando_se_2023_taxonomy_focused.md,1,1,97,101,3062,3479,33.751473,ok,,1,3502,80,3582,1,1
zumtobel_group_ag,Zumtobel Group AG,Zumtobel Group AG,2023,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\zumtobel_group_ag\2023\focused\zumtobel_group_ag_2023_taxonomy_focused.md,1,1,53,61,6839,7260,5.303912,ok,,1,7238,472,7710,10,10
adidas_ag,adidas AG,adidas AG,2023,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\adidas_ag\2023\focused\adidas_ag_2023_taxonomy_focused.md,1,1,306,313,8960,9375,4.319497,ok,,1,9396,248,9644,3,3
freenet_ag,freenet AG,freenet AG,2023,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\freenet_ag\2023\focused\freenet_ag_2023_taxonomy_focused.md,1,1,79,87,11503,11919,4.523289,ok,,1,11920,308,12228,10,10
grenke_ag,grenke AG,grenke AG,2023,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\grenke_ag\2023\focused\grenke_ag_2023_taxonomy_focused.md,1,1,141,153,12372,12787,3.061479,ok,,1,12733,255,12988,9,9
secunet_security_networks_ag,secunet Security Networks AG,secunet Security Networks AG,2023,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\secunet_security_networks_ag\2023\focused\secunet_security_networks_ag_2023_taxonomy_focused.md,1,1,103,116,8381,8802,38.345455,ok,,1,8748,121,8869,3,3
technotrans_se,technotrans SE,technotrans SE,2023,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\technotrans_se\2023\focused\technotrans_se_2023_taxonomy_focused.md,1,1,68,78,9476,9893,6.645298,ok,,1,9844,749,10593,12,12
